1987,21
1987,16
1987,14
1987,1
1987,9
1987,1
1987,6
1987,4
1987,1
1987,0
1987,0
1987,0
1988,2
1988,17
1988,1
1988,14
1988,4
1988,8
1988,3
1988,5
1988,5
1988,4
1988,0
1988,0
1989,2
1989,18
1989,15
1989,6
1989,12
1989,7
1989,5
1989,2
1989,1
1989,0
1989,0
1989,0
1992,12
1992,9
1992,5
1992,7
1992,7
1992,4
1992,2
1992,1
1992,0
1992,0
1992,0
1992,0
1993,18
1993,7
1993,1
1993,9
1993,10
1993,10
1993,7
1993,7
1993,2
1993,1
1993,1
1993,0
1994,2
1994,11
1994,2
1994,6
1994,9
1994,6
1994,6
1994,4
1994,2
1994,1
1994,1
1994,0
1995,13
1995,9
1995,2
1995,13
1995,11
1995,1
1995,14
1995,7
1995,8
1995,6
1995,2
1995,2
1996,2
1996,17
1996,14
1996,16
1996,2
1996,10
1996,12
1996,9
1996,3
1996,1
1996,2
1996,1
1997,36
1997,33
1997,3
1997,30
1997,21
1997,12
1997,16
1997,2
1997,7
1997,6
1997,4
1997,0
1998,3
1998,27
1998,32
1998,26
1998,29
1998,9
1998,10
1998,6
1998,9
1998,2
1998,1
1998,0
1999,3
1999,24
1999,4
1999,31
1999,19
1999,14
1999,19
1999,13
1999,6
1999,5
1999,1
1999,0
2000,17
2000,10
2000,2
2000,1
2000,6
2000,5
2000,5
2000,3
2000,4
2000,1
2000,0
2000,0
2001,22
2001,34
2001,11
2001,2
2001,10
2001,9
2001,12
2001,1
2001,6
2001,6
2001,4
2001,2
2002,4
2002,23
2002,35
2002,13
2002,15
2002,14
2002,15
2002,7
2002,1
2002,4
2002,1
2002,1
2003,6
2003,16
2003,28
2003,15
2003,14
2003,9
2003,9
2003,9
2003,13
2003,1
2003,4
2003,0
2004,4
2004,39
2004,16
2004,20
2004,19
2004,3
2004,11
2004,10
2004,17
2004,3
2004,3
2004,1
2005,0
2005,0
2005,0
2005,0
2005,0
2005,0
2005,0
2005,0
2005,0
2005,0
2005,0
2005,0
2006,0
2006,0
2006,0
2006,0
2006,0
2006,0
2006,0
2006,0
2006,0
2006,0
2006,0
2006,0
2007,8
2007,29
2007,14
2007,3
2007,9
2007,13
2007,13
2007,8
2007,9
2007,14
2007,4
2007,0
2008,21
2008,37
2008,21
2008,5
2008,20
2008,9
2008,19
2008,2
2008,11
2008,7
2008,7
2008,1
2009,0
2009,0
2009,0
2009,0
2009,0
2009,0
2009,0
2009,0
2009,0
2009,0
2009,0
2009,0
2010,20
2010,20
2010,9
2010,2
2010,10
2010,6
2010,2
2010,12
2010,7
2010,6
2010,2
2010,0
1985,0
1985,0
1985,0
1985,0
1985,0
1985,0
1985,0
1985,0
1985,0
1985,0
1985,0
1985,0
1986,0
1986,0
1986,0
1986,0
1986,0
1986,0
1986,0
1986,0
1986,0
1986,0
1986,0
1986,0
1987,0
1987,0
1987,0
1987,0
1987,0
1987,0
1987,0
1987,0
1987,0
1987,0
1987,0
1987,0
1988,0
1988,0
1988,0
1988,0
1988,0
1988,0
1988,0
1988,0
1988,0
1988,0
1988,0
1988,0
1989,0
1989,0
1989,0
1989,0
1989,0
1989,0
1989,0
1989,0
1989,0
1989,0
1989,0
1989,0
1990,1
1990,0
1990,0
1990,0
1990,0
1990,0
1990,0
1990,0
1990,0
1990,0
1990,0
1990,0
1991,0
1991,0
1991,0
1991,0
1991,0
1991,0
1991,0
1991,0
1991,0
1991,0
1991,0
1991,0
1992,0
1992,0
1992,0
1992,0
1992,0
1992,0
1992,0
1992,0
1992,0
1992,0
1992,0
1992,0
1993,1
1993,0
1993,0
1993,0
1993,0
1993,0
1993,0
1993,0
1993,0
1993,0
1993,0
1993,0
1994,0
1994,0
1994,0
1994,0
1994,0
1994,0
1994,0
1994,0
1994,0
1994,0
1994,0
1994,0
1995,0
1995,0
1995,0
1995,0
1995,0
1995,0
1995,0
1995,0
1995,0
1995,0
1995,0
1995,0
1998,0
1998,0
1998,0
1998,0
1998,0
1998,0
1998,0
1998,0
1998,0
1998,0
1998,0
1998,0
1999,0
1999,0
1999,0
1999,0
1999,0
1999,0
1999,0
1999,0
1999,0
1999,0
1999,0
1999,0
2000,1
2000,1
2000,0
2000,0
2000,0
2000,0
2000,0
2000,0
2000,0
2000,0
2000,0
2000,0
2001,2
2001,0
2001,0
2001,0
2001,0
2001,0
2001,0
2001,0
2001,0
2001,0
2001,0
2001,0
2002,0
2002,0
2002,0
2002,0
2002,0
2002,0
2002,0
2002,0
2002,0
2002,0
2002,0
2002,0
2003,1
2003,0
2003,0
2003,0
2003,0
2003,0
2003,0
2003,0
2003,0
2003,0
2003,0
2003,0
2004,1
2004,1
2004,0
2004,0
2004,0
2004,0
2004,0
2004,0
2004,0
2004,0
2004,0
2004,0
2005,0
2005,0
2005,0
2005,0
2005,0
2005,0
2005,0
2005,0
2005,0
2005,0
2005,0
2005,0
2006,0
2006,0
2006,0
2006,0
2006,0
2006,0
2006,0
2006,0
2006,0
2006,0
2006,0
2006,0
2007,1
2007,0
2007,0
2007,0
2007,0
2007,0
2007,0
2007,0
2007,0
2007,0
2007,0
2007,0
2008,0
2008,0
2008,0
2008,0
2008,0
2008,0
2008,0
2008,0
2008,0
2008,0
2008,0
2008,0
2009,0
2009,0
2009,0
2009,0
2009,0
2009,0
2009,0
2009,0
2009,0
2009,0
2009,0
2009,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2014,0
2014,0
2014,0
2014,0
2014,0
2014,0
2014,0
2014,0
2014,0
2014,0
2014,0
2014,0
2015,1
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
1985,202
1985,485
1985,414
1985,210
1985,177
1985,41
1985,156
1985,142
1985,65
1985,69
1985,16
1985,11
1986,230
1986,530
1986,478
1986,209
1986,48
1986,201
1986,186
1986,188
1986,96
1986,101
1986,10
1986,7
1987,200
1987,532
1987,482
1987,57
1987,224
1987,192
1987,179
1987,209
1987,89
1987,93
1987,15
1987,14
1988,216
1988,550
1988,477
1988,61
1988,233
1988,215
1988,211
1988,198
1988,101
1988,61
1988,20
1988,11
1989,208
1989,548
1989,462
1989,65
1989,219
1989,201
1989,186
1989,166
1989,83
1989,80
1989,18
1989,11
1990,226
1990,502
1990,439
1990,61
1990,182
1990,190
1990,174
